;title;job_link;days;price;average_bid;bid;payment_verified;description;job_tag
123;Colour Prediction website Game with admin panel;/projects/php/colour-prediction-website-game-with-39910252;5 days left;$24Avg Bid;True;26 bids;False;"you need to develop Colour Prediction website Game with admin panel. not fresh if you have old working setup. you can setup on my server. 

Color Prediction WebsiteScriptand App Development Beautifully fast loaded Color prediction softwarescriptwith full installation on server.

thsi task market price setup 4k-9k what you offer. less bid win with project.";['Android', 'JavaScript', 'Mobile App Development', 'PHP']
124;Modern Delivery Website Revamp;/projects/web-development/modern-delivery-website-revamp;5 days left;$109Avg Bid;True;262 bids;False;"...events preferred).  
• A customer review & rating system visible on each completed order, with easy moderation tools in the admin panel.  
• Secure online payment integration supporting major cards, Apple/Google Pay, and future gateway additions.  
• Comprehensive testing to be sure every flow works on mobile, tablet, and desktop.

Tech stack flexibility  
I’m open to PHP/Laravel, Node/Express,Python/Django, or another mainstream stack if it meets the performance targets. Just outline why it fits and how maintenance will stay straightforward.

Deliverables & hand-off  
1. Fully deployed, mobile-first website matching the approved mock-ups.  
2. Source code in a private repo, cleanly documented.  
3. Basic admin guide covering user management, refunds...";['CSS', 'Graphic Design', 'HTML', 'Laravel', 'Node.js', 'Python', 'RESTful API', 'Vue.js', 'Web Development', 'Website Design']
125;End-to-End Social business Web App;/projects/web-application/end-end-social-business-web;5 days left;$7316Avg Bid;True;124 bids;False;"...purposes, rights, recipients, transfers, and risks (PDPL Art. 12)
2. Backend & API Development Responsibilities:
•	Develop secure multi-tier backend with scalable logic
•	Support tiered limits on uploads, data access and web features 
•	Implement full-featured admin control panel
•	Manage secure file uploads, structured storage, and permission-based access
Stack / Tools:
•	Node.js (Express) orPython(FastAPI)
•	PostgreSQL or MongoDB
•	Redis for session or caching
•	JWT, OTP, or OAuth2 authentication
•	REST API or GraphQL for structured client consumption
Compliance Notes:
•	All APIs must implement data minimization, logging, and revocation processes in line with PDPL Articles 7 & 9
•	Authentication tokens should foll...";['Algorithm', 'API Development', 'Cloud Computing', 'Data Management', 'Database Management', 'Software Development', 'User Experience Research', 'User Interface / IA', 'Web Application', 'Web Development']
126;Improve TensorFlow Tabular Model Accuracy;/projects/data-science/improve-tensorflow-tabular-model;5 days left;$22Avg Bid;True;60 bids;True;"I have a working TensorFlow 2.xscriptthat trains on tabular numerical data, yet the validation accuracy is still below target. I only need a light round of tuning aimed purely at improving accuracy.

What I expect:
• Review my current code and dataset preprocessing.
• Suggest and implement straightforward tweaks such as better feature scaling, adjusted learning rate, batch size, or simple regularization.
• Return the updatedPythonscriptwith clear comments explaining each change.
• Provide a short summary (no more than one page) showing the before-and-after accuracy on my existing validation split.

No large-scale model redesign, performance profiling, or deep debugging is required; the focus is squarely on accuracy gains I can verify quickly. I...";['Artificial Neural Network', 'Data Science', 'Deep Learning', 'Deep Neural Network', 'Model Tuning', 'Neural Networks', 'Python', 'Tensorflow']
127;Blockchain Developer for Maritime Trade Ecosystem;/projects/api-developmet/blockchain-developer-for-maritime-trade;5 days left;$7651Avg Bid;True;51 bids;False;"We are looking for a highly skilled Blockchain Developer to help us develop and integrate a crypto based ecosystem designed to transform the maritime and trade econ...audit smart contracts (ERC-20 / BEP-20 / Polygon) to support the tokenized transaction system.

Design and implement automated smart contracts that facilitate escrow mechanisms and payment releases between producers and suppliers.

Integrate the digital asset with existing and future exchange systems (DEX/CEX-compatible) for trading and liquidity management.

Build a backend dashboard (Node.js /Python) to monitor transaction activity, token distribution, and marketplace data.

Collaborate with the strategy and compliance team to prepare a comprehensive technical documentation and whitepaper for investors and ecosystem...";['API Development', 'API Integration', 'Backend Development', 'Blockchain', 'Cryptocurrency', 'Ethereum', 'Node.js', 'Python', 'Smart Contracts', 'Web Development']
128;Urgent Explainer Video Creation;/projects/2d-animation-explainer-video/urgent-explainer-video-creation;5 days left;$17Avg Bid;True;17 bids;True;"I need a short, punchy video that quickly explains my platform’s core business mission and makes viewers feel they must act right now.  

Here’s what I’m looking for:  
• A concisescriptthat frames the mission in clear, simple language.  
• Dynamic visuals or motion graphics that keep attention and build urgency.  
• A voice-over or on-screen text that reinforces the call-to-action.  
language : hindi or bilingual

Keep the runtime tight—around a minute is ideal—so every second counts. I’m moving fast, so I’ll approve thescriptimmediately and give swift feedback on the first cut. Let’s get this produced ASAP and ready to share.";['2D Animation Explainer Video', 'After Effects', 'Animation', 'Motion Graphics', 'Script Writing', 'Video Editing', 'Video Services', 'Voice Over']
129;Automated Trading Bot for Pocket Option with Custom Strategy;/projects/cplusplus-programming/automated-trading-bot-for-pocket;5 days left;$270Avg Bid;True;86 bids;False;"...binary trading bots is highly preferred.

Additional Features (Optional but Preferred):
- Ability to backtest strategies using historical data.
- Option for the developer to suggest improvements or optimizations for better performance.

Ideal Skills and Experience:
- Strong background in algorithmic trading and financial markets.
- Proficiency in coding languages suitable for trading bots (e.g.,Python).
- Familiarity with technical indicators and their application in trading strategies....";['C++ Programming', 'Java', 'PHP', 'Python', 'Software Architecture']
130;Make Automation: Gmail to Sheets;/projects/automation/make-automation-gmail-sheets;5 days left;$71Avg Bid;True;48 bids;True;"I want a streamlined Make scenario that grabs every new email arriving in my Gmail inbox, parses the order details I specify, and appends them into a Google Sheets spreadsheet—automatically, every hour.  
...A Google Sheets module that writes each captured order as a new row in my existing sheet, mapping the parsed data to the right columns.  
• Basic error handling and a simple log so I can quickly spot failed runs.  
• Clear, step-by-step notes inside the scenario or a short doc so I can adjust filters or column mapping later.

You’re free to use Make’s built-in filters and functions; no externalscriptis required unless it makes the flow cleaner. Once the scenario is live and tested, I’ll confirm with a few sample emails to be sure everything po...";['API Integration', 'Automation', 'Data Entry', 'Data Processing', 'Documentation', 'Google Sheets', 'Make.com', 'Scripting']
131;Optimize AI Agents Through Data Analysis;/projects/ai-agents/optimize-agents-through-data-analysis;5 days left;$258Avg Bid;True;41 bids;False;"Key responsibilities:
1. Assist in the development and optimization of AI agents usingPython.
2. Conduct web application testing to ensure the functionality and performance of AI agents.
3. Collaborate with the team to brainstorm and implement new features for AI agents.
4. Analyze data using MS-Excel to identify trends and patterns for improving AI agent performance.
5. Communicate effectively in English, both spoken and written, to report on project progress.
6. Stay updated on the latest advancements in artificial intelligence to contribute innovative ideas to the team.
7. Participate in training sessions and workshops to enhance your skills in AI agent development.";['AI Agents', 'Data Analysis', 'Data Processing', 'Data Visualization', 'Excel', 'Natural Language Understanding', 'Predictive Analytics', 'Python', 'Software Architecture']
132;Live-Action 1-Minute Company Explainer;/projects/explainer-videos/live-action-minute-company-explainer;5 days left;$471Avg Bid;True;98 bids;True;"I need a polished, one-minute live-action video with a bit of animation that quickly shows potential clients what we do, how we help, and why we’re worth their time. The finished piece will live on our website and go out in email outreach, so it has to grab attention fast, stay on brand, and end with a clear call-to-action.

Here’s what I’m looking for:  
• Concept &scriptrefinement from my draft notes (I’ll share key talking points and brand guidelines).  
• Storyboard or shot list so I can approve the flow.
• Live-action footage—using high-quality stock or AI that feels authentic.  
• We will provide the voice over 
• Clean editing with our logo animation, lower thirds, and on-screen text where needed.  
• Final del...";['After Effects', 'Animation', 'Explainer Videos', 'Video Editing', 'Video Production']
133;Odoo Developer – Add File Upload Fields for Invoices & Documents;/projects/odoo/odoo-developer-add-file-upload;5 days left;$20Avg Bid;True;53 bids;True;"I’m looking for an experienced Odoo developer (Python/ XML / PostgreSQL) to add custom file upload fields to my existing Odoo instance.
The goal is to enable uploading invoices, delivery notes, transport documents, and other files (PDF, JPG, XLSX, DOCX, etc.) directly within records.
 Tasks:

Create additional binary upload fields in existing Odoo models (e.g. , , , or a custom model).

Modify the form view (via Odoo Studio or XML) so that these fields are visible and usable in the interface.

Ensure uploaded files are properly stored and can be opened or downloaded from the record.

(Optional) Implement a preview or download button for attached files.

Test functionality on the current Odoo version (please specify version).

 Requirements / Skills:";['ERP', 'JavaScript', 'MySQL', 'Odoo', 'PostgreSQL', 'Python', 'Software Development', 'XML']
134;Pimcore Deploy, Setup, Configuration, and Training for Product Data Management (DigitalOcean Droplet);/projects/docker/pimcore-deploy-setup-configuration;5 days left;$470Avg Bid;True;109 bids;True;"...Setup & Core Configuration
•	Install Pimcore Community Edition on a new DigitalOcean droplet (Ubuntu).
•	Use Docker Compose for the setup with persistent volumes for MySQL, Elasticsearch, and Pimcore data/media.
•	Configure best practices for uptime, restart behavior, and daily backups.
•	Ensure Pimcore APIs are accessible and properly authenticated for future integration with external systems (Python+ MSSQL).
________________________________________
Phase 2 – Product Model & CSV Imports
•	Create data models for multiple product types (e.g., knobs, pulls, hinges, etc.).
•	Define product attributes: finish, height, length, SKU, carton qty, box qty, supplier, etc.
•	Implement import functionality for CSV files, including mapping and...";['API Integration', 'DigitalOcean', 'Docker', 'Elasticsearch', 'Linux', 'MySQL', 'Python', 'Symfony PHP', 'Training', 'Ubuntu']
135;AI Motion Graphics Artist: Cinematic Title Supers for Film Trailers;/projects/ai-development/motion-graphics-artist-cinematic-title;5 days left;$233Avg Bid;True;10 bids;False;"We are seeking a highly creative and proficient AI Motion Graphics Artist to join our team on a contract basis. This role is 100% remote and flexible.

You will be responsible for designing and animating high-impact, cinematic text overlays (often called ""supers,"" ""title cards,"" or ""scriptoverlayers"") specifically for film trailers. Your work will translate keyscriptand narrative beats into visually stunning typography that drives tension and emotion.
The ideal candidate has a strong background in graphic design, motion graphics, and is expert at leveraging AI tools to accelerate the creative process.
Required Style and Reference
The style required is bold, concise, high-contrast, and highly dramatic, focusing on clear, stage-based narrative p...";['3D Animation', '3D Modelling', 'AI Content Creation', 'AI Development', 'Illustrator']
136;Automation of Gmail account warmup via Octo Browser (Node.js + Puppeteer) It's very important that the contractor speaks Ukrainian or Russian!;/projects/api-integration/automation-gmail-account-warmup-via;5 days left;$4015Avg Bid;True;52 bids;False;"...that the contractor speaks Ukrainian or Russian!"" 

Automation of Gmail account warmup via Octo Browser (Node.js + Puppeteer)
We are looking for a developer to create a tool that automates the warmup of Gmail accounts in Octo Browser profiles.
The goal is to simulate natural user behavior (reading, replying to emails, surfing sites, etc.) with maximum uniqueness for each account.

Basic logic:
Thescriptworks via Octo Browser API / CLI, performing actions only within the profile (no headless browsers).
For each profile - unique timings, site pool, contacts, email templates.
Warmup is performed according to a template (7 or 14 days), with alternating active and ""quiet"" days.
Logging of all actions and statuses, error handling (captcha, proxy, 2FA), report generatio...";['API Integration', 'Automation', 'Documentation', 'JavaScript', 'JSON', 'Node.js', 'Python', 'Software Architecture', 'Software Development', 'Web Scraping']
137;English Sentiment Analysis Prototype;/projects/natural-language-processing/english-sentiment-analysis-prototype;5 days left;$76Avg Bid;True;32 bids;False;"I need a qalified freelancer for natural language engeineering   

Scope is intentionally lean:  
• Provide a small, well-commentedPythonscriptor notebook that loads an open-source model (Hugging Face, NLTK, spaCy, or similar) and performs the sentiment analysis.  
• Include a quick README explaining how to install requirements and run the demo on my machine (CPU-only is fine).  
• Offer a brief note on how I could swap in a larger dataset or fine-tune later, but full training is not required right now.  

Accuracy should be reasonable for a proof-of-concept; speed and clarity of code matter more than state-of-the-art performance.";['Data Analysis', 'Data Science', 'Hugging Face', 'Machine Learning (ML)', 'Model Deployment', 'Natural Language Processing', 'Python', 'Sentiment Analysis', 'Software Architecture', 'Statistics']
138;School Van Tracking MVP;/projects/web-development/school-van-tracking-mvp;5 days left;$78Avg Bid;True;43 bids;False;"I need a lightweight MVP that lets parents follow their child’s school van in real-time from any iOS or Android browser. The flow is simple:

• A driver’s phone feeds live GPS data.  
• Parents open a small PWA, enter their mobile number, receive a one-time password, and see the van’s position on a map.  
• When the vehicle is approaching their stop—or t...  
2. Real-time location updates (WebSockets or similar) with a clean map UI.  
3. OTP sign-in tied to the parent’s phone number.  
4. Integrated Twilio (or comparable) SMS plus browser push notifications.  
5. A minimal driver view or API endpoint to set “boarded” and “dropped” status.

Keep everything lightweight; no bloated frameworks or heavy user management. A shor...";['Android', 'API Development', 'HTML5', 'JavaScript', 'Mobile App Development', 'Progressive Web Apps', 'Twilio', 'Web Development']
139;F1-Oriented YouTube Shorts Video Editor Needed;/projects/adobe-premiere-pro/oriented-youtube-shorts-video-editor;5 days left;$69Avg Bid;True;22 bids;False;"...seconds) using thescriptand voiceover provided by me.
Find matching clips from YouTube/F1 footage that perfectly fit the narration.
Add captions, text highlights, transitions, and light motion graphics to enhance the storytelling.
Maintain fast pacing, clear visuals, and attention to detail.
Tools and Skills
Preferably works in Premiere Pro (for easy collaboration), but other software is acceptable.
Strong sense of storytelling, pacing, and retention in short-form content.
Bonus if you’re an F1 or motorsport fan, or generally into sports content.
Work Details
Type: Part-time, ongoing collaboration
Payment: $5 per short (negotiable based on performance and consistency)
Expected workload: 2–4 Shorts per week, with potential to increase as the channel scales.
I’l...";['Adobe Premiere Pro', 'Animation', 'Content Creation', 'Motion Graphics', 'Video Editing', 'Video Production', 'Video Services', 'YouTube']
140;Python Selenium Web Testing Automation;/projects/selenium/python-selenium-web-testing-automation;5 days left;$11Avg Bid;True;35 bids;True;"I have a small website that needs a quick round of automated testing. I already usePythonand Selenium, so I just need a concisescriptthat:

• Opens the site in Chrome  
• Navigates through the key pages and links I specify  
• Performs a few basic interactions—clicking buttons, submitting simple forms, and confirming expected text or element visibility  
• Generates a brief console or text report highlighting any failures

Keep the scope lean: no cross-browser work beyond Chrome and no elaborate data extraction—just a dependable, repeatable smoke-test flow I can run locally.

Deliverables:
1. ThePython(.py) file(s) with clear comments.
2. A short README explaining setup, required libraries, and how to trigger the test.

If you have...";['Automation', 'JavaScript', 'Python', 'Selenium', 'Software Testing', 'Test Automation', 'Web Scraping', 'Web Testing']
141;Highly Detailed Desktop Animations -- 2;/projects/game-development/highly-detailed-desktop-animations;5 days left;$9Avg Bid;True;14 bids;False;"I’m looking for a developer who can bring a single, highly detailed and expressive animation to life for a desktop application. You may usePythonwith Pygame or C/C++ (SDL, SFML, or similar) as long as the result runs smoothly on a standard desktop setup.

Scope of this first engagement  
• Produce one polished animation loop or short sequence that mirrors the energy and nuance shown in my reference video.  
• Deliver a small demo window that plays the sequence at 60 fps.  
• Provide clean, well-commented source code and any sprite or frame assets so I can extend or swap elements later.

Key points  
• Target platform: desktop application (Windows, macOS, or Linux—your choice, just note it).  
• Visual style: highly detailed and expressive; thin...";['Animation', 'C Programming', 'C++ Programming', 'Desktop Application', 'Game Development', 'Motion Graphics', 'OpenGL', 'Python', 'Visual Design']
142;Cold Calling VA for AI;/projects/lead-generation/cold-calling-for;5 days left;$3250Avg Bid;True;7 bids;False;"...book appointments for our sales team.

**Daily Tasks:**

- Call 150+ leads per day using our dialer
- Follow our providedscript(simple, clear & proven)
- Track every number and outcome in the sheet provided
- Join a quick 15-min End-of-Day call for updates and accountability
- Submit EOD reports consistently

---

### Compensation

- 7.5% Commission on every deal closed
- BONUS: Every 5 deals closed = $500 bonus (on top of commissions)
- Our AI Receptionists sell for $1,500 – $5,000, so commissions stack up fast
- No hourly pay — this is a performance-based role for hungry people who want to earn $2,000–$5,000+/month in commissions

### What We Provide

- Cold callscript(easy to follow)
- Tracking sheet
- Dialing platform access
- Lead lists (no s...";['Appointment Setting', 'Lead Generation', 'Sales', 'Telemarketing']
143;Python Scripting for Huidu HD-A3L LED Display;/projects/debugging/python-scripting-for-huidu-led;5 days left;$14Avg Bid;True;33 bids;True;"Hello! I'm building aPythonapp to control a Huidu HD-A3L LED (C16L)  banner (1040x104 pixels) via UDP (IP: , Port: 6101 // 10001). Code sends packets fine (no errors, Wireshark confirms), but screen stays blank. Tried custom UDP (CreateScreen/AddText etc.), HDPlayer sends, HDSet configs – hardware OK (ping/lights work), but no  async mismatch or scan/resolution tweak. Need a Huidu expert to:Diagnose: Review code/Wireshark/HDPlayer screenshots (shared via zip).
Fix: WorkingPythonscriptfor text/color/effects (or automate HDPlayer/.led gen).
Test: Verify via chat/video; add dynamic text input.

Skills Needed:Python(socket/struct), Huidu SDK/HDPlayer, LED protocols. Portfolio with LED projects : $10-30 fixed (quote after review). 2 days";['Automation', 'Debugging', 'JavaScript', 'Linux', 'Python', 'Software Architecture', 'Software Testing', 'Video Conferencing']
144;Edit & AI-Craft 20 Videos;/projects/adobe-premiere-pro/edit-craft-videos;5 days left;$118Avg Bid;True;70 bids;True;"...the message without slipping into click-bait.

2) For another ten pieces of content, I only have podcast scripts. I want you to turn eachscriptinto a video that looks as if real people with real voices are discussing the topic on camera. Feel free to leverage AI platforms such as Synthesia, HeyGen, or something similar, as long as the result passes for authentic human footage and audio.

Delivery & workflow
• Start with a short style sample on one YouTube clip so we can lock down pacing, graphics, and overall tone.  
• Once approved, batch-edit the remaining nine clips to match.  
• In parallel, create one AI video proof-of-concept from a podcastscript. After feedback, complete the final nine.  
• Return twenty high-resolution files (1080p minimu...";['Adobe Premiere Pro', 'AI Content Creation', 'Audio Services', 'Commercials', 'Video Editing', 'Video Post-editing', 'Video Processing', 'Video Production', 'Video Services', 'Video Upload']
145;Real Web Traffic Generation SaaS;/projects/saas/real-web-traffic-generation-saas;5 days left;$169Avg Bid;True;180 bids;False;"...platform** with client dashboard and campaign tracking

---

 Key Features
- Client dashboard to create and monitor campaigns
- Traffic simulator using **Python/Selenium** or **Node.js/Puppeteer**
- Geo-targeting, session duration, page views, simulated source
- Internal API to inject projects and track metrics
- Integration with **Google Analytics / Hotjar**
- SEO blog + homepage + pricing grid
- Stripe or equivalent for **monthly subscription payments**

---

 Design & Branding
- Clean, professional, scalable visual identity
- Slogans and taglines provided
- Mobile responsive design

---

 Desired Profile
- Full-stack developer skilled in **Pythonor Node.js** + front-end (**WordPress, Laravel or React**)
- Experience with SaaS platforms, client dashboards, APIs, aut...";['Automation', 'Full Stack Development', 'Google Analytics', 'Node.js', 'Python', 'SaaS', 'SEO', 'Web Design', 'Web Development', 'WordPress']
146;Tkinter Desktop App Developer Needed;/projects/git/tkinter-desktop-app-developer-needed;5 days left;$80Avg Bid;True;39 bids;False;"I need a junior-levelPythondeveloper who feels at home with Tkinter to build a fresh desktop application for me. The core of the job is designing a clean, responsive GUI and wiring it up with solid, well-structuredPythoncode. While the first priority is the desktop app itself, I do want the codebase kept flexible enough to bolt on some basic web-scraping features later, so familiarity with requests, BeautifulSoup or a similar library will be useful.

You’ll work on a month-to-month arrangement, pushing updates to a shared Git repository and checking in with me regularly so we can refine the interface and workflow together. Clear comments, sensible file structure, and readable variable names are must-haves—this project is intended to be maintainable and easy to...";['BeautifulSoup', 'Desktop Application', 'Git', 'JavaScript', 'Python', 'Software Development', 'Web Scraping']
147;Chrome Extension •;/projects/web-development/chrome-extension;5 days left;$76Avg Bid;True;58 bids;False;"I have an existing Chrome extension that still relies on the older architecture. I need it rebuilt from the ground up for Manifest V3 with clean, modern JavaScript.

Code Structure
 •  (Manifest V3, minimal permissions)
 •  (service worker, registers contentscript)
 •  (handles DOM manipulation, form autofill)
 •  +  (profile saving UI)
 • Clean, commented, and modular JavaScript code.

Deliverables
 • Fully working Chrome extension folder (ready to load in Developer Mode).
 • Clean source code";['Frontend Development', 'Google Chrome', 'HTML', 'JavaScript', 'jQuery / Prototype', 'PHP', 'Web API', 'Web Development']
148;Predictive Export Clearance System;/projects/machine-learning/predictive-export-clearance-system;5 days left;$17Avg Bid;True;24 bids;False;"...constraints.  
• Wrap the model in an API (PythonFastAPI, Flask or similar) so our SAP middleware can call it in real time.  
• Dashboard the key metrics—probability score, governing rule hits, and recommended corrective actions—so planners can override when necessary.  
• Optimise for three success targets we will track in UAT:  
  – Cut authorization turnaround time by 60 %.  
  – Reach a minimum 298 % accuracy uplift versus our current rule sheet.  
  – Help trim inventory-holding and demurrage costs by 15 %.  

Data & environment  
CSV extracts from our WMS/SAP (≈120 k rows, three years), a compliance rule matrix in Excel, and region-specific regulation text. You can spin up on AWS or work locally; we already license Sno...";['API Development', 'Data Cleansing', 'Data Science', 'FastAPI', 'Machine Learning (ML)', 'MySQL', 'PHP', 'Predictive Analytics', 'Python', 'Software Architecture']
149;Human-Verified Video Creation App Development;/projects/android/human-verified-video-creation-app;5 days left;$4724Avg Bid;True;99 bids;True;"I want to create an app running on devices, Phones, Ipads etc. It should function as a verification of any video recorded on the device has actually been created by a human and is unaltered. I imagine using Googl...(gyroscope, accelerometer, ambient light, touch patterns)

Video HashingSHA-256 or similar cryptographic hash of the video fileBlockchainPublic or private blockchain (e.g., Ethereum, Hyperledger) for immutable records

Metadata StorageIPFS or decentralized storage for video metadata and hash

FrontendNative mobile apps (Swift for iOS, Kotlin for Android) or cross-platform (Flutter) for API, Firebase/AWS for scalability

Verification UIGreen dot overlay on verified videos (using FFmpeg or native video players)

But this is optional if there are better solutions.";['Android', 'Blockchain', 'Ethereum', 'iPhone', 'Mobile App Development', 'OAuth', 'Python', 'Video Processing']
150;Soccer Player Stats DB Creation;/projects/database-development/soccer-player-stats-creation;4 days left;$33729Avg Bid;True;82 bids;False;"...Stay updated on changes in global soccer teams rankings and metrics, player statistics, and other relevant data.
•	Uncover creative ways to collect irregular data and insights.

The build will be considered complete when I can spin it up locally, enter a new player, attach match and training stats, and immediately query those core metrics. If you have experience with sports analytics stacks orPython-based data pipelines, let me know—that would be a plus, though not mandatory.

Would prefer to cover moving expenses to Jacksonville, FL area, provide all necessary supplies (computer, etc.) and pay monthly on contract as this will be a large project....";['Backend Development', 'Data Analysis', 'Data Architecture', 'Data Management', 'Data Mining', 'Database Development', 'Python', 'Statistics']
151;Kite API Integration for Python Automation;/projects/api-integration/kite-api-integration-for-python;4 days left;$82Avg Bid;True;58 bids;False;"I'm seeking an experienced professional to integrate the Kite API withPythonscripts to automate my swing trading strategies on Zerodha. 

Key Requirements:
- Connect Kite API withPython- Automate swing trading strategies
- Experience with Zerodha and Kite API is essential
-Pythonprogramming proficiency
- Familiarity with trading algorithms and strategies

Ideal Skills and Experience:
- Proven experience in API integration
- Strong background inPythonand trading platforms
- Understanding of swing trading dynamics

Please provide relevant experience and approach in your bids.";['Algorithm', 'API Integration', 'Arduino', 'Automation', 'C Programming', 'Financial APIs', 'Python', 'Software Architecture']
152;Google Sheets Automation Script;/projects/google-sheets/google-sheets-automation-script-39907427;4 days left;$13Avg Bid;True;56 bids;False;"I'm looking for a skilled Google AppScriptdeveloper to manage and manipulate Google Sheets data. Thescriptshould perform the following functions:

- Data Entry Automation: Streamline and automate the process of entering data into Google Sheets.
- Data Analysis: Analyze data within Google Sheets and generate insights or summaries.
- Data Migration: Efficiently move and reorganize data across different Google Sheets.

Ideal Skills and Experience:
- Proficiency in Google AppScript- Experience with Google Sheets
- Strong analytical skills
- Ability to write clean, efficient code

Please provide examples of similar projects you've completed.";['Automation', 'Data Analysis', 'Data Entry', 'Data Processing', 'Data Visualization', 'Google APIs', 'Google Sheets', 'Scripting']
153;Data Engineer – PySpark, Python, AWS (US Work Support);/projects/pyspark/pyspark-data-pipeline-engineer-needed;4 days left;$586Avg Bid;True;75 bids;True;"Job Title: Data Engineer – PySpark,Python, AWS (US Work Support)

Experience: 10+ Years
Budget: ₹35,000 – ₹40,000 per month
Type: US Work Support

Job Description:

We are looking for a Data Engineer to provide US work support, with strong hands-on experience in PySpark,Python, and AWS services. The role involves developing, optimizing, and maintaining large-scale data processing pipelines and cloud-based solutions.

Key Responsibilities:

Design and build ETL/ELT pipelines using PySpark andPython.

Ingest, transform, and load data into data lakes and data warehouses.

Optimize distributed data jobs using Apache Spark (PySpark).

Work extensively with AWS services — S3, EC2, Lambda, Glue, Redshift, Athena, EMR, Kinesis, Step Functions.

Support int...";['Amazon S3', 'Amazon Web Services', 'Apache Spark', 'Data Processing', 'Data Warehousing', 'Elasticsearch', 'ETL', 'NoSQL Couch & Mongo', 'PySpark', 'Python']
154;API-Based Automated Web Data Scraper;/projects/api/api-based-automated-web-data;4 days left;$500Avg Bid;True;335 bids;True;"...public API, which can be used if it simplifies or speeds up the extraction process.

Requirements:
- Ability to select or specify which data fields to extract
- Automatically retrieve data from the website (via HTML scraping or API)
- Export the collected information into a clean and structured .txt file
- The tool should be simple and intuitive to use — ideally a Windows desktop application, butPython-based or web-based solutions are also acceptable
- Log file (e.g., ) with timestamp and results summary

The process should be fast, reliable, and repeatable

Example Use Case:
Currently, we manually search the website’s source code for specific text values or elements.
The new tool should automate this same process — extract the chosen information automatically ...";['API', 'Automation', 'Data Extraction', 'Data Processing', 'PHP', 'Python', 'Software Architecture', 'Web Scraping']
155;Professional LinkedIn Banner Design;/projects/adobe-illustrator/professional-linkedin-banner-design;4 days left;$23Avg Bid;True;202 bids;False;"...mirrors our corporate identity. The finished graphic must feel unmistakably professional—think clean typography, sharp alignment, and a layout that would sit comfortably on any executive’s profile.

Key details you’ll work with:  
• Style: professional and corporate, no playful graphics or overly busy layouts.  
• Brand palette: please centre everything around our established company colors; 
Gold (Script“Catalyst”) – #C8AF64
White (Supporting Text “Engineering Miracles”) – #FFFFFF
Black (Background) – #000000

• Content: the banner has to feature our tagline prominently, balanced within the composition.

Final files should be optimized for LinkedIn’s recommended 1584 × 396 px dimensions, plus...";['Adobe Illustrator', 'Adobe Photoshop', 'Banner Design', 'Branding', 'Corporate Identity', 'Graphic Design', 'Logo Design', 'Photoshop', 'Typography', 'Visual Design']
156;IoT Sensor Management Cloud Setup;/projects/mqtt/iot-sensor-management-cloud-setup;4 days left;$124Avg Bid;True;139 bids;False;"...Azure IoT Hub, GCP IoT, or an open-source alternative—your recommendation is welcome) that can register new sensors, issue certificates/keys, and store basic metadata such as location and firmware version.  
• A simple web dashboard (React, Vue, or similar) to view registered sensors, push configuration changes, trigger OTA updates and see last-seen/heartbeat status.  
• Backend logic (Node.js,Python, or Go) that listens to device twin updates / shadow documents and logs connection events to a database (PostgreSQL or DynamoDB preferred, but open to suggestions).  
• Scripts or IaC (CloudFormation, Terraform, or Pulumi) so the entire stack can be deployed repeatably in my own account.  
• Concise README explaining setup, environment variables, and how to...";['Amazon Web Services', 'MQTT', 'Node.js', 'NoSQL Couch & Mongo', 'PostgreSQL', 'Python', 'Terraform', 'Web Development']
157;Line-by-Line VBA Explanation;/projects/documentation/line-line-vba-explanation;4 days left;$26Avg Bid;True;18 bids;False;"I need my existing VBAscript—written for automating tasks in Excel—broken down in plain English, one line at a time. Your job is to walk through every loop, If statement, variable declaration, and function so that I can follow the exact flow: where each value is stored, when it changes, and how the logic branches.

Please return a well-organized notebook (Word, Markdown, or Jupyter is fine) that pairs each line of code with:

• A concise restatement of what the line does.  
• Context on why it is needed inside the broader automation routine.  
• Notes on data locations (worksheet, range, collection, array, etc.).  
• Current or expected variable values at that point, when relevant.

By the end, I want to be able to read through the notebook and confi...";['Data Processing', 'Documentation', 'Excel', 'Excel Macros', 'Excel VBA', 'Technical Writing', 'Visual Basic', 'Visual Basic for Apps']
158;Live Conversation Translation & Voice-Over - 22/10/2025 10:47 EDT;/projects/audio-editing/live-conversation-translation-voice-over;4 days left;$11Avg Bid;True;7 bids;False;"...Accuracy, discretion, and the ability to keep up with live dialogue are essential.

2. Narration voice-over  
Once the finalscriptis ready, record a clean, well-paced narration track. I expect studio-quality WAV or high-bit-rate MP3, free of background noise and synced to thescripttiming.

What will help you succeed  
• Solid experience in real-time interpreting and narration.  
• A clear, neutral English accent.  
• Professional recording setup (condenser mic, pop filter, treated space).  
• Fast turnaround and strict confidentiality.

Deliverables I expect  
• Real-time (or promptly transcribed) conversation translation.  
• One fully edited voice-over file perscript, ready for direct use.  

Please include sample clips that show...";['Audio Editing', 'Audio Production', 'Audio Services', 'English (US) Translator', 'Sound Engineering', 'Translation', 'Voice Over', 'Voice Talent']
