,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
169,Personal Logo Design for Filmmaker,/projects/branding/personal-logo-design-for-filmmaker,5 days left,$58Avg Bid,True,155 bids,False,"...forming a cohesive, geometric monogram in black and white. It should feel timeless, minimal, and cinematic, evoking the precision and clarity of athlete-style branding such as MJ, TB12, and CR7. The logo must communicate strength, focus, and authorship without relying on ornate typography.
The final design will be used across a range of creative and professional contexts, including film pitch decks,scriptcover pages, credit slates, websites, social platforms, business cards, and merchandise. It must retain its clarity and balance at both small and large scales, working seamlessly across digital and print applications.
Deliverables include a primary black-and-white logo in vector and high-resolution formats, accompanied by any necessary alternate lockups for different applicatio...","['Animation', 'Branding', 'Creative Design', 'Graphic Design', 'Illustrator', 'Logo Design', 'Print Design', 'Typography', 'Vector Design', 'Visual Design']"
170,Google Drive Video Transfer App,/projects/vue-js/google-drive-video-transfer-app,5 days left,$495Avg Bid,True,95 bids,False,"...OAuth2, respecting quota limits and incremental upload API.

Here’s what I’d like delivered:

1. Functional prototype hosted on a test server so I can walk through the full flow—Google sign-in, file picker, transfer progress, completion confirmation.  
2. Clean, responsive UI in React or Vue (open to your preference) with clear status indicators for large-file transfers.  
3. Backend service (Node,Python, or Go) that manages authentication tokens, streams files efficiently, and retries on network hiccups.  
4. Basic visual mockups or wireframes up front for sign-off before you build screens.  
5. Deployment instructions (Docker or standard cloud setup) and a concise README for future maintenance.

Security and reliability matter: tokens must be stored securely,...","['Backend Development', 'Cloud Computing', 'Docker', 'Google App Engine', 'Node.js', 'NoSQL Couch & Mongo', 'Python', 'Vue.js']"
171,Headless AI RAG Agent Development with Image Generation and AG-UI Protocol,/projects/software-architecture/headless-rag-agent-development-with,5 days left,$5158Avg Bid,True,63 bids,False,"...the proponent must justify an alternative).

The proponent must explain their technical strategy for rendering non-visual formats (like .xlsx, .md, .docx) for this image generation.

Technical Architecture Requirements
API Protocol: The agent must act as an ag-ui compatible server. All interaction will be based on this protocol.

Tech Stack: The proponent is free to choose the stack (e.g.,Python, LangChain/LlamaIndex, Vector DB) but must specify it clearly in their proposal.

LLM (Language Model):

The agent must use OpenRouter as the router for all LLM calls.

It must be tested to work with at least one open-source model (developer's choice) available on OpenRouter.

Scalability: The architecture must be designed to handle a document base of ""all types&...","['AI Chatbot Development', 'AI Development', 'Bot Development', 'Engineering', 'LLM Integration', 'LLM Prompt Engineering', 'Python', 'Software Architecture']"
172,Weekly AI 3D Cartoon Episodes,/projects/ai-animation/weekly-cartoon-episodes,5 days left,$25Avg Bid,True,22 bids,True,"Every week I’ll hand you a freshscriptfrom my ongoing series and count on you to turn it into a short, cartoony 3-D animated episode using AI-assisted tools such as Unreal Engine, Blender, Runway or anything comparable you’re comfortable with. The tone is light-hearted and colourful rather than photo-realistic; think expressive characters, exaggerated movements and bright environments.

What matters to me most is rhythm and consistency. I release a new chapter every seven days, so I need a finished video (1920×1080, H.264) delivered on the same weekday each week, complete with basic sound FX and a simple music bed that matches the mood of thescript.

Key deliverables  
• 1 fully rendered 3-D cartoon episode per week (3–5 min, unless thescri...","['3D Animation', '3D Modelling', '3D Rendering', 'After Effects', 'AI Animation', 'Animation', 'Blender', 'Unreal Engine']"
173,Pine Script for Options Trading,/projects/pine-script/pine-script-for-options-trading,5 days left,$95Avg Bid,True,14 bids,False,"I'm looking for a PineScriptto implement a trailing stop loss for market orders in options trading on the Indian stock market. 

Requirements:
- Trailing stop loss based on fixed points
- Applies to market orders only

Ideal Skills:
- Proficiency in PineScript- Experience with options trading and Indian stock market
- Familiarity with stop loss mechanisms","['Financial Analysis', 'Financial Consulting', 'Financial Markets', 'Financial Modeling', 'Investment Management', 'Market Analysis', 'Pine Script', 'Risk Management']"
174,AU Horse Racing Automated Betting API,/projects/api/horse-racing-automated-betting-api,5 days left,$309Avg Bid,True,98 bids,True,"...or green up).

Store data and results for review (simple dashboard or CSV export).

Run continuously during race days with stable performance.

Preferred features (optional but ideal):

GUI or web dashboard to view active markets and results.

Strategy editor or configurable logic (e.g., JSON orscript-based rules).

Profit/loss reporting and race history.

Support for back and lay strategies.

Technical Requirements:

Proven experience with Betfair API-NG (please show examples).

Strong inPython, Node.js, or C#.

Understanding of horse racing markets and real-time odds data.

Ability to handle rate limits, session tokens, and error handling properly.

Experience with cloud hosting (AWS, VPS, etc.) is a plus.

Deliverables:

Fully functional, tested betting bot.

Setup do...","['API', 'API Development', 'C# Programming', 'Data Analysis', 'Data Management', 'Google Chrome', 'Node.js', 'PHP', 'Python', 'Software Architecture']"
175,Automated Horse Racing Betting Bot Development,/projects/api-developmet/automated-horse-racing-betting-bot,5 days left,$319Avg Bid,True,101 bids,True,"...or green up).

Store data and results for review (simple dashboard or CSV export).

Run continuously during race days with stable performance.

Preferred features (optional but ideal):

GUI or web dashboard to view active markets and results.

Strategy editor or configurable logic (e.g., JSON orscript-based rules).

Profit/loss reporting and race history.

Support for back and lay strategies.

Technical Requirements:

Proven experience with Betfair API-NG (please show examples).

Strong inPython, Node.js, or C#.

Understanding of horse racing markets and real-time odds data.

Ability to handle rate limits, session tokens, and error handling properly.

Experience with cloud hosting (AWS, VPS, etc.) is a plus.

Deliverables:

Fully functional, tested betting bot.

Setup do...","['API Development', 'C# Programming', 'Cloud Computing', 'JavaScript', 'Node.js', 'PHP', 'Python', 'Software Architecture']"
176,Custom Betfair Trading System Development,/projects/api/custom-betfair-trading-system,5 days left,$304Avg Bid,True,128 bids,True,"...access live odds and market data.

Allow configuration of custom strategy rules for trade execution (e.g. when to enter or exit a market).

Record and analyse performance over time.

Include options for manual or semi-automated trade confirmation.

Provide results and statistics through a dashboard or exported reports.

Requirements:

Experience with Betfair API-NG integration.

Strong skills inPython, Node.js, or C#.

Understanding of market data, odds movement, and trading strategies.

Ability to implement reliable authentication, rate limiting, and data logging.

Optional Features:

Web interface or GUI for configuring trading strategies.

Historical data analysis and simulation (“paper trading”) mode.

Live P/L reporting and trade summaries.

Deliverables:

Worki...","['API', 'C# Programming', 'C++ Programming', 'Data Analysis', 'JavaScript', 'Node.js', 'Python', 'Web Development']"
177,Trainable 33-Bus Power Flow Dataset,/projects/deep-learning/trainable-bus-power-flow-dataset,5 days left,$51Avg Bid,True,6 bids,False,"...phases:

• Phase 1 – Data generation  
 Write reproducible code (MATLAB,Python+ pandapower/OpenDSS, or a comparable solver) that iterates over thousands of stochastic load-change events. For each run I expect full node voltage profiles, line currents, active/reactive injections and total losses stored in an easy-to-parse format such as CSV or MAT. All assumptions—DG sizes, placement, load multipliers and randomness seeding—need to be documented so the study is traceable.

• Phase 2 – Deep-learning model  
 Using the dataset, train a neural network that learns to predict the resulting voltage magnitude at every bus from the perturbed load vector. The model may be built in TensorFlow or PyTorch; just include the trainingscript, ...","['Deep Learning', 'Electrical Engineering', 'MATLAB', 'Matlab and Mathematica', 'Neural Networks', 'Pandas', 'Python', 'Software Architecture']"
178,Aviator predictor,/projects/python/aviator-predictor-39924578,5 days left,$45Avg Bid,True,25 bids,False,"Create a bot inPythonwhere it browses the Mostbet screen with Aviator. I enter the coordinates of the results and after some time the bot will correct itself and predict the next results with 100% accuracy. Train any method using AI or another good strategy. I know it's difficult, but it can be predicted because a friend of mine did a similar project and it worked. Let him just show the next multiplier.","['C Programming', 'Java', 'Machine Learning (ML)', 'Python', 'Software Architecture']"
179,Youth Baseball Resort 3D Promo,/projects/blender/youth-baseball-resort-promo,5 days left,$6382Avg Bid,True,64 bids,False,"I’m commissioning a full-scale 3D animated promo that will excite parents, coaches, and tournament organizers about our new youth baseball resort. The piece must simultaneously attract visitors, showcase our top-tier facilities, and spotlight the events we’ll host throughout the season.

Scope and workflow
• Develop a concisescriptand upbeat storyboard that keep adults engaged while conveying a fun, family-friendly atmosphere.  
• Build accurate 3D models of our baseball fields, accommodation areas, plus dining and recreational facilities; add realistic textures, lighting, and crowd ambience so viewers feel immersed.  
• Animate dynamic fly-throughs, player action sequences, and event montages that highlight how the resort functions during peak tournamen...","['3D Animation', '3D Design', '3D Modelling', '3D Rendering', '3D Visualization', 'Animation', 'Blender', 'Cinema 4D']"
180,Custom URL Indexing Tool for Google and Bing,/projects/automation/custom-url-indexing-tool-for,5 days left,$307Avg Bid,True,22 bids,True,"I need a Windows-compatible tool, written inPython, that can push large volumes of URLs into the Google and Bing indexes—even when those links fall on the “black-hat” side of the spectrum.  
Speed is critical; every extra minute a link sits unindexed hurts my campaigns, so the solution has to automate the entire submission flow, bypass typical rate limits, and confirm when a URL has been accepted by each engine.

Core expectations  
• Single-click or batch import of URLs in .txt or .csv  
• Concurrent processing so thousands can be handled in one run  
• Clear status feedback: submitted, indexed, failed  
• Simple UI (CLI is acceptable if it keeps things faster)  
• No dependencies outside standardPythonlibraries and whatever extr...","['API', 'Automation', 'Data Management', 'Data Processing', 'PHP', 'Python', 'Software Architecture', 'Software Development', 'Software Engineering', 'Web Scraping']"
181,YouTube Video Editing with Effects,/projects/video-editing/youtube-video-editing-with-effects-39924340,5 days left,$8Avg Bid,True,20 bids,False,"I'm looking for a skilled video editor to enhance my YouTube content. The editing style should primarily incorporate transitions and effects, with a particular focus on the use of text overlays.

I'll Provide theScript. video should be around 4 minute. Topic - ""Every Hidden Advantage of Your Blood Type""
explainer video","['After Effects', 'Video Editing', 'Video Production', 'Video Services', 'Videography']"
182,Automate Stock Orders via Apps Script,/projects/api-integration/automate-stock-orders-via-apps,5 days left,$99Avg Bid,True,18 bids,True,"I need a Google AppsScriptthat can connect directly to my brokerage accounts on Angel, mStock, or Zerodha and place stock orders for me. The script’s only required job right now is to execute trades—no price monitoring or reporting is necessary at this stage.

Please build thescriptso I can trigger an order with simple parameters such as symbol, order type, quantity, price, and product type. Authentication with each broker’s REST API must be handled securely (token refresh, key storage, etc.) and the code should be well-commented so I can extend it later if I decide to add price monitoring or reporting.

If you have previous experience integrating Google AppsScriptwith Angel, mStock, Zerodha, or similar trading APIs, let me know. A short demo sh...","['API Integration', 'Financial APIs', 'Google Chrome', 'JavaScript', 'PHP', 'REST API', 'Software Architecture', 'Web Development']"
183,30-Second Ramayana Tour Video,/projects/cinematography/second-ramayana-tour-video,5 days left,$131Avg Bid,True,27 bids,False,"I need a tight, 30-second cinematic spot that sweeps viewers through the key Ramayana sites we feature on our Sr...(Chilaw)  
• Seetha Amman Temple (Nuwara Eliya)  
• Ashok Vatika (Nuwara Eliya)  
• Sri Bhakta Hanuman Temple (Ramboda)  
• Ravana Falls & Ravana Caves  
• Rumassala (Galle)  
• Sigiriya  

Deliver a full-HD (1080p) MP4 ready for social platforms, along with separate audio stems (music, voice-over) and the project file (Premiere Pro, Final Cut, or DaVinci Resolve—whatever you cut in). A concisescriptfor the voice-over is welcome; I’ll sign off on wording before recording. Tight pacing, color-graded footage, clean transitions, and a punchy end-screen with our logo and call-to-action will mark the job complete.

Need to add ...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'Cinematography', 'DaVinci Resolve', 'Final Cut Pro', 'Video Editing', 'Video Services']"
184,Telegram Cryptocurrency Bot & Group Management,/projects/cryptocurrency/telegram-cryptocurrency-bot-group,4 days left,$159Avg Bid,True,7 bids,True,"...option).

Admins should be able to view, approve, or reject KYC submissions.


3. Private Group Access

Once KYC is successfully verified, the bot should automatically send the user a one-time private invite link to join a specific private Telegram group.

The invite link should expire after first use or after a short time for security.


Requirements

Proven experience building Telegram bots usingPythonor Node.js.

Experience with NOWPayments API integration for crypto payments.

Familiarity with KYC verification systems/APIs.

Ability to automate Telegram group management (sending invite links, adding/removing members).

Clean, secure, and well-documented code....","['API Integration', 'C Programming', 'Cryptocurrency', 'JavaScript', 'Node.js', 'Payment Processing', 'PHP', 'Python', 'Software Architecture', 'Telegram API']"
185,EOF FOR FREESTONE FLY COMPANY -- 2,/projects/nodejs/eof-for-freestone-fly-company,5 days left,$450Avg Bid,True,111 bids,False,"...the data should be packaged into a well-formatted email so I can process the order manually.

Here’s how I’d like the work to unfold:
• Mock-up & approval: share a quick wireframe so I can sign off on layout and field list.  
• Build the form: HTML/CSS with light JavaScript for real-time validation (required fields, email format, quantity limits, etc.).  
• Email workflow: a lightweight back-endscript(PHP, Node, or similar) that collects the POST data and sends a structured email to my address.  
• Responsive polish: ensure it looks great on desktop and mobile.  
• Handoff: provide the final code, deployment instructions, and a short guide on how I can update product options in the future.

Deliver a functional prototype I can drop onto ...","['Backend Development', 'CSS', 'Frontend Development', 'HTML', 'JavaScript', 'Node.js', 'PHP', 'Web Development']"
186,AI Property Valuation Platform,/projects/ai-development/property-valuation-platform,5 days left,$25918Avg Bid,True,117 bids,True,"I’m commissioning a comprehensive, AI-driven platform that d...auditors.  
• Security & compliance – role-based access, encryption at rest/in transit, GDPR-ready data handling, and detailed logging.  
• Documentation – architecture diagram, deployment scripts (Docker/Kubernetes), user manual, and model interpretability notes.  
• Testing & support – automated unit/integration tests and a hand-off period for bug fixes and performance tuning.

Tech preferencesPython, TensorFlow/PyTorch, PostgreSQL, and a modern JS front-end (React or Vue) are ideal, yet I’m open to alternatives that achieve equal robustness and maintainability.

Success is a production-ready platform I can host on AWS or Azure, complete with CI/CD, monitoring hoo...","['AI Development', 'AI Model Development', 'HTML', 'JavaScript', 'PHP', 'PostgreSQL', 'Python', 'Software Architecture']"
187,AI Calling Agent Prompt Engineer Needed,/projects/ai-chatbot-development/calling-agent-prompt-engineer-needed,5 days left,$8896Avg Bid,True,7 bids,False,"...performance and optimize response efficiency.
9. Familiarity with AI ethics, compliance, and data privacy in automated communication.

Preferred Qualifications:
1. Experience working on AI calling or voice bot systems.
2. Understanding of telephony systems, SIP trunks, and PBX integration workflows.
3. Experience in multi-language prompt training and domain-specific AI adaptation.
4. Basic knowledge ofPythonor scripting for prompt automation.

Apply to #2024dasarpita # @gmail.com...","['AI Chatbot Development', 'AI Development', 'AI Model Development', 'AI Model Integration', 'AI Text-to-speech', 'AI Text-to-text', 'Conversational AI', 'Prompt Engineering']"
188,Basic AI WhatsApp Reply Bot,/projects/ai-chatbot/basic-whatsapp-reply-bot,5 days left,$51Avg Bid,True,37 bids,False,"...promotional content in clear English.  

Scope  
• Incoming message is captured through the WhatsApp Business API (or an equally quick workaround such as Twilio’s sandbox if that speeds things up).  
• Thescriptuses a lightweight AI layer—OpenAI, Cohere, or similar—to generate a promotional reply.  
• I will feed key product details manually (no CRM connection); your code should let me paste or upload that information and have the model reference it in replies.  
• No multilingual support is needed; every response stays in English.  

Deliverables  
1. A runnablescriptor small app (Python, Node, or another mainstream language) that:  
   – Listens for new WhatsApp messages  
   – Generates a sales-oriented reply ...","['AI Chatbot', 'AI Development', 'Android', 'API Development', 'Node.js', 'PHP', 'Python', 'Software Architecture']"
189,AI/ML Engineer Specializing in Voice/Language,/projects/machine-learning/engineer-specializing-voice-language,5 days left,$9855Avg Bid,True,9 bids,False,"...emotion recognition, and intent analysis.
6. Collaborate with product, backend, and front-end teams to integrate AI modules into applications.
7. Research and experiment with new model architectures and APIs from OpenAI, Anthropic, Google, Meta, or Hugging Face.
8. Deploy and monitor models in cloud or edge environments with scalability in mind.

Required Skills and Experience:
1. Proficiency inPythonand ML frameworks such as TensorFlow, PyTorch, Keras, and Scikit-learn.
2. Experience working with LLMs (e.g., GPT, LLaMA, Claude, Mistral, Gemini, Falcon).
3. Strong understanding of speech processing technologies (TTS, STT, ASR).
4. Experience with NLP/NLU tasks such as text classification, sentiment analysis, and question answering.
5. Familiarity with LangChain, Hugging Face Tr...","['Electrical Engineering', 'Java', 'Large Language Models (LLMs)', 'Machine Learning (ML)', 'Matlab and Mathematica', 'Natural Language Processing', 'Python', 'Voice Talent']"
190,"Instantly.ai Cold Email Specialist Needed — 10,000 Leads, 30 Warmed Domains, & GPT Messaging Collaboration",/projects/ai-hw-sw/instantly-cold-email-specialist-needed,5 days left,$132Avg Bid,True,4 bids,True,"About the Project:

I recently purchased a done-for-you cold email system from LeadGenJ. Everything is ready to go — I’ve got 10,000+ verified leads, 30 fully warmed-up domains, and AI-written cold email scripts trained on my industry messaging.

Now I’m looking for a technical and strategic expert who can help me:

Set up and manage the campaigns in , and

Refine andscriptthe emails alongside me to make sure the messaging fits my exact tone and positioning.

You won’t need to start from scratch — the system, data, and copy foundation are all built. I just need someone to bring it all together, run it smoothly, and fine-tune the communication for results.

What You’ll Do:

Configure and manage all  campaigns.

Import and segment 10,000+ leads in...","['AI (Artificial Intelligence) HW/SW', 'B2B Marketing', 'Email Campaign', 'Email Marketing', 'Lead Generation', 'SaaS']"
191,Expert Python Developer Needed,/projects/deep-learning/expert-python-developer-needed,5 days left,$93Avg Bid,True,31 bids,False,"I'm looking for a highly experiencedPythondeveloper to work on a machine learning project. 

Key requirements include:
- Expertise in TensorFlow or PyTorch
- Proficiency inPython- Strong problem-solving skills
- Experience with data manipulation libraries (Pandas, NumPy)

Ideal candidates will have a proven track record in developing and deploying machine learning models. Please provide examples of past work and relevant experience.","['Deep Learning', 'Machine Learning (ML)', 'Python']"
192,Dental Feature Extraction with OpenCV,/projects/opencv/dental-feature-extraction-with-opencv,5 days left,$34Avg Bid,True,4 bids,False,"...low-cost handheld intraoral 3D scanner and I’m now focused on a single milestone: extracting key measurements from the captured images. Using OpenCV on the Raspberry Pi image set, I need a lightweightscriptor module that automatically calculates the distance between adjacent teeth (inter-tooth spacing).  

Scope of this milestone  
• Take multi angle images from a dataset available online freely and share that dataset with me.  
• Detect dental contours reliably in varying lighting  
• Compute accurate inter-tooth distances and output the values in millimetres  
• Return well-commentedPythoncode and a brief usage note so I can integrate it into the larger pipeline later  

Keep the solution lean—no extra UI, just a clear, reproducible ro...","['C++ Programming', 'Computer Vision', 'Data Analysis', 'Image Processing', 'Image Recognition', 'OpenCV', 'OpenGL', 'Python', 'Raspberry Pi', 'Software Architecture']"
193,Cartoon 3D Character Animation,/projects/3d-animation/cartoon-character-animation,5 days left,$290Avg Bid,True,16 bids,False,"I’m putting together a short, story-driven piece and need a lively cartoon-style 3D character animation to bring it to life.  

What I already have:  
•Scriptand rough storyboard outlining the scene and key emotions.  
• Reference images for the character’s look and personality.  

What I need from you:  
1. A polished 3D model of the main character (single hero character), ready for animation.  
2. Rigging with facial controls so subtle expressions and lip-sync feel natural.  
3. A fully animated sequence (around 30–60 seconds) that follows my storyboard beats—anticipation, action, reaction, and payoff.  
4. Basic lighting, texturing, and a simple background so the character sits convincingly in the scene.  
5. Final render in 1080p along with pr...","['3D Animation', '3D Design', '3D Modelling', '3D Rendering', '3D Rigging', 'Animation', 'Blender']"
194,Build Garena API Node.js Backend,/projects/mongodb/build-garena-api-node-backend,5 days left,$71691Avg Bid,True,64 bids,False,"I’m ready to move fro...log, monitor, and alert so production issues surface quickly.  
• Package everything in Docker, document environment variables, and supply a Postman collection for quick testing.

Deliverables  
• Complete Node.js codebase, modular and tested  
• Integration layer for Garena game data, leaderboards, and stats  
• MongoDB models, indexes, and migration helpers  
• Unit & integration tests plus CIscript• Dockerfile and docker-compose stack  
• API documentation and setup/deployment guide

Show me any prior Garena integrations—or comparable gaming backends—along with your proposed timeline, milestone breakdown, and cost estimate. I value clean architecture, transparent communication, and maintainable c...","['API Development', 'Backend Development', 'CI/CD', 'JSON', 'MongoDB', 'Node.js', 'NoSQL Couch & Mongo', 'REST API']"
195,NIFTY 5m Pine Strategy Development,/projects/pine-script/nifty-pine-strategy-development,5 days left,$81Avg Bid,True,16 bids,False,"TradingView PineScriptStrategy Development 

Description:
I’m looking for an experienced PineScriptv5 developer to code a custom NIFTY 50 strategy. 

The strategy combines:

A custom smoothing indicator
Dual KAMA logic for directional bias
Time-based entry and exit

Entry and exit rules are simple but proprietary — they will be shared privately after signing an NDA or once the freelancer is shortlisted.

Deliverables:

Fully functional backtest-ready strategy
Custom alerts for entries/exits
Clean, commented code

Skills:

PineScriptv5
Experience with adaptive MA or custom indicators
Budget and delivery timeline will be discussed individually.

Note: Full logic and parameters will be shared privately after discussion.","['Backtesting', 'C Programming', 'Financial Markets', 'Metatrader', 'PHP', 'Pine Script', 'Risk Management', 'Software Architecture', 'Trading']"
196,Metaphor Detection& interpretation  with VUA20,/projects/machine-learning/metaphor-detection-interpretation-with,5 days left,$333Avg Bid,True,11 bids,True,"...form.  

2. Explanation Layer   
   • For every detected metaphor, generate a concise textual explanation describing why the phrase is figurative and how the paraphrase conveys the literal meaning.  

3. Evaluation & Comparison   
   • Report Accuracy, Recall and F1 Score for each model.   
   • Summarise gains or trade-offs versus my existing baseline.

Deliverables  
• Clean, reproducible code (Python, PyTorch or TensorFlow).  
• A short technical report with the metric tables and discussion.  
• Sample output file showing original sentence, model decision, explanation, and paraphrase.  
• README with setup instructions and commands to replicate the results.

If anything in the dataset handling or metric calculation needs special care, not...","['BERT', 'Machine Learning (ML)', 'Natural Language Processing', 'Python', 'Report Writing', 'Research', 'Research Writing', 'Technical Writing']"
197,,"/login?goto=ODVkOGRjYjE0NTBlMTMxZGFhN2QzMzMwYTNlODg1ZTdodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9haS1kZXZlbG9wbWVudC9mdWxsLXN0YWNrLWRldmVsb3BtZW50LXNlY3VyZS1zb2NpYWw,",5 days left,,False,,False,PleaseSign UporLoginto see details.,"['AI Development', 'Backend Development', 'Database Management', 'Facebook Marketing', 'Frontend Development', 'Full Stack Development', 'HTML', 'Mobile App Development', 'PHP', 'Web Development']"
198,Deep Learning OCR for embossed Metal surface -- 2,/projects/python/deep-learning-ocr-for-embossed,5 days left,$472Avg Bid,True,18 bids,False,"...still a challenge, so the network must cope with glare, minor scratches, and variable contrast.

Here is what I am looking for:

• APython-based pipeline that uses OpenCV for preprocessing (glare reduction, ROI extraction, perspective correction) and a deep-learning backbone—PyTorch or TensorFlow are both fine—trained specifically on metal-embossed text.  
• Model must detect and recognise single-line or multi-line embossing in real time (≥10 FPS on an NVIDIA T4, batch 1).  
• Accuracy target: ≥98 % character-level accuracy on a held-out test set we will provide, consisting solely of flat metal samples.  
• Clean, well-commented code plus an inferencescriptthat posts the recognised strings to a REST endpoint we will supply.  
•...","['API Integration', 'Classification', 'Computer Vision', 'Deep Learning', 'Image Processing', 'Machine Learning (ML)', 'OCR', 'OpenCV', 'Python', 'Training']"
199,Build Auto Repair Management Software,/projects/web-development/build-auto-repair-management-software,5 days left,$2735Avg Bid,True,158 bids,True,"...PartsTech – Parts lookup and ordering.
	•	Mitchell1 / ALLDATA – Labor guide, wiring diagrams, repair info.
	•	RepairPal – Pricing and reputation integration.
	•	Twilio / TextMagic – SMS texting for customer communication.
	•	QuickBooks Online / Stripe / PayPal – Accounting and payments.

⸻

Technical Requirements
	•	Platform: Web-based (responsive for desktop, tablet, and mobile).
	•	Backend: Node.js /Python/ PHP (open to recommendation).
	•	Frontend: React / Vue.js / Angular (modern JS framework).
	•	Database: MySQL / PostgreSQL / MongoDB.
	•	Hosting: AWS / Azure / Google Cloud (cloud-hosted, scalable).
	•	API-first Architecture: For easy integration with 3rd-party apps.
	•	User Authentication...","['API Development', 'API Integration', 'JavaScript', 'MySQL', 'Node.js', 'PHP', 'Python', 'Software Architecture', 'Software Development', 'Web Development']"
200,Audit Python Qualitative Survey Analysis,/projects/data-analysis/audit-python-qualitative-survey-analysis,5 days left,$446Avg Bid,True,86 bids,False,"I have completed a qualitative survey study inPythonand now need a fresh set of expert eyes on one critical stage: data interpretation. The dataset has already been cleaned, coded, and themed; where I need help is checking whether my statistical analysis truly backs the insights I claim.

Here’s the current setup:
• Framework in use: Statistical analysis applied to previously coded qualitative responses.  
• Techniques employed: multivariate analysis using pandas, NumPy, and scikit-learn.  
• All scripts and Jupyter notebooks are well-commented and version-controlled on GitHub.

What I need from you:
1. Review my multivariate outputs (factor analyses, clusters, regressions) and confirm they align with the qualitative coding structure.  
2. Spot any misinterpre...","['Data Analysis', 'NumPy', 'Pandas', 'Python', 'SPSS Statistics', 'Statistical Analysis', 'Statistical Modeling', 'Statistics']"
201,US Phone Support Virtual Assistant,/projects/call-center/phone-support-virtual-assistant,5 days left,$249Avg Bid,True,10 bids,False,"...outbound calls for follow-ups, appointment reminders, and simple satisfaction checks.  
• Keep concise call notes in our CRM after every interaction so I can track customer history.  
• Maintain a quiet workspace and a reliable phone connection that displays a U-S caller ID.  

I’ll provide call scripts, access to the CRM, and training on our product line. You should be comfortable adjusting thescriptwhen a conversation requires a more natural flow, yet disciplined about capturing key details.

Ideal fit:
• Native-level English with a warm, clear speaking voice.  
• Previous experience in customer support or call centers.  
• Availability during U-S business hours (Eastern Time preferred), with flexibility for occasional after-hours callbacks.  

...","['Call Center', 'Customer Service', 'Customer Support', 'Inbound Marketing', 'Phone Support', 'Telemarketing', 'Virtual Assistant']"
202,Dynamic Marketing Video Production - 27/10/2025 23:55 EDT,/projects/adobe-premiere-pro/dynamic-marketing-video-production-edt,5 days left,$964Avg Bid,True,32 bids,False,"I’m looking for a creative partner to take a marketing message and turn it into a short, punchy video that resonates with the general public. The finished piece should be polished, platform-ready, and able to grab attention within the first few seconds.

Scope of work  
• Shape the concept: refine a clear, consumer-friendly angle and craft a concisescript(≈60–90 seconds).  
• Pre-visualize: supply a quick storyboard or style frames so I can sign off on the flow and visuals before we roll cameras.  
• Produce the footage: live-action, motion graphics, stock, or a mix—whichever best communicates the message.  
• Edit for impact: tight pacing, on-brand color grade, royalty-free music, captions, and a square or vertical cut for social if nee...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'DaVinci Resolve', 'Final Cut Pro', 'Motion Graphics', 'Video Editing', 'Video Services']"
203,Telegram Cryptocurrency Bot & Group Management,/projects/php/telegram-cryptocurrency-bot-group,5 days left,$519Avg Bid,True,31 bids,False,"...option).

Admins should be able to view, approve, or reject KYC submissions.


3. Private Group Access

Once KYC is successfully verified, the bot should automatically send the user a one-time private invite link to join a specific private Telegram group.

The invite link should expire after first use or after a short time for security.


Requirements

Proven experience building Telegram bots usingPythonor Node.js.

Experience with NOWPayments API integration for crypto payments.

Familiarity with KYC verification systems/APIs.

Ability to automate Telegram group management (sending invite links, adding/removing members).

Clean, secure, and well-documented code....","['API Integration', 'C Programming', 'Cryptocurrency', 'JavaScript', 'Node.js', 'Payment Processing', 'PHP', 'Python', 'Software Architecture', 'Telegram API']"
204,Dynamic Marketing Video Production,/projects/adobe-premiere-pro/dynamic-marketing-video-production,5 days left,$407Avg Bid,True,28 bids,False,"I’m looking for a creative partner to take a marketing message and turn it into a short, punchy video that resonates with the general public. The finished piece should be polished, platform-ready, and able to grab attention within the first few seconds.

Scope of work  
• Shape the concept: refine a clear, consumer-friendly angle and craft a concisescript(≈60–90 seconds).  
• Pre-visualize: supply a quick storyboard or style frames so I can sign off on the flow and visuals before we roll cameras.  
• Produce the footage: live-action, motion graphics, stock, or a mix—whichever best communicates the message.  
• Edit for impact: tight pacing, on-brand color grade, royalty-free music, captions, and a square or vertical cut for social if nee...","['Adobe Premiere Pro', 'After Effects', 'Animation', 'DaVinci Resolve', 'Final Cut Pro', 'Motion Graphics', 'Video Editing', 'Video Services']"
205,Automated Video Creation & Download System,/projects/selenium/automated-video-creation-download-system,5 days left,$156Avg Bid,True,93 bids,True,"Tech stack: Selenium / Puppeteer / Playwright
Languages:Python/ Node.js / PHP
Integration: Telegram or WhatsApp commands
Environment: Ready-to-use Virtual Server

Creating videos manually on the Sora 2 website is too time-consuming. I need a fully automated workflow.

I’m looking for a skilled developer to build a system that will:

• Open Sora 2 in an automated browser
• Send prompts/commands for video creation
• Select all required video options in the interface
• Automatically download the generated video
• Provide command interface through Telegram or WhatsApp
• Run continuously on my VPS (24/7)

Example of usage:

/create ""A dog skateboarding in Lima at sunset""


The bot must handle the entire process from the prompt to the final ...","['Automation', 'JavaScript', 'Linux', 'Node.js', 'PHP', 'Python', 'Selenium', 'Web Scraping']"
