,title,job_link,days,price,average_bid,bid,payment_verified,description,job_tag
94,Arabic Explainer Video Creation,/projects/explainer-videos/arabic-explainer-video-creation,5 days left,$148Avg Bid,True,75 bids,True,"...ability to produce professional presentations and explainer videos.

Excellent skills in slide/video design and content layout.

Strong experience in video editing and accurate synchronization of voice-over with visuals.

Commitment to applying all required revisions until the final version is approved.

High-quality output with a formal and well-organized style.

Tasks:

Convert the provided Arabicscriptinto a professional visual explainer presentation.

Use the supplied images for each section to design appropriate scenes and slides.

Design all visuals to match a formal corporate identity.

Add and synchronize the provided voice-over audio accurately with the presentation.

 The freelancer will be provided with voice-over audio clips. The task is to synchronize the audio wit...","['After Effects', 'Animation', 'Audio Editing', 'Content Creation', 'Explainer Videos', 'Video Editing', 'Video Production', 'Visual Design']"
95,Odoo Customization for Pharmacies,/projects/odoo/odoo-customization-for-pharmacies,5 days left,$4146Avg Bid,True,61 bids,False,"...Required:
- Data-driven Automated Replenishment
- customized Point of Sale
- Inventory Management Customization
- Data Deduplication Strategy
- Comprehensive Reporting and Analytics
- Vendor Quotes/Discounts Tracking
- Vendor Invoice OCR
- others

Ideal Skills and Experience:

- Proven experience with Odoo customization, especially for inventory-heavy businesses (Senior developer).
- Deep expertise inPythonand the Odoo API
- Strong knowledge of the Odoo architecture, ORM (Object-Relational Mapping), security rules, QWeb reports, and RESTful API development.
- Database: Proficiency in PostgreSQL (optimizing queries, indexing, and data migration).
- Strong understanding of small businesses workflows and requirements is a plus especially, pharmacies or medical organizations.
- Int...","['Accounting', 'CRM', 'Data Management', 'ERP', 'Inventory Management', 'Odoo', 'PHP', 'Python', 'Sales', 'Software Architecture']"
96,YouTube Spiritual Video Production with human actor,/projects/filmmaking/youtube-spiritual-video-production-with,5 days left,$128Avg Bid,True,34 bids,True,"...avatars or animation, just a real person on camera.  

Themes I plan to explore include:
• Mindfulness and Meditation  
• Spiritual Healing  
• Personal Growth  

I’m looking for someone who can research each topic with me,scripta clear, informative and educational narrative, and then film it in an indoor studio setting. A calm, uncluttered background, flattering soft lighting, and crisp audio will be essential so viewers can focus on the teachings.

Here’s the flow I have in mind for each video:
1. Agree on the outline and key learning points.  
2. Deliver a concisescript(roughly 5–7 minutes of finished runtime).  
3. Record a single actor presenting—ideally the same on-screen talent each time to build familiarity.  
4. Provide l...","['Animation', 'Audio Engineering', 'Content Creation', 'Filmmaking', 'Lighting Design', 'Personal Development', 'Research', 'Video Editing', 'Video Production', 'Video Services']"
97,SaaS AI Prospectus Compliance Tool -- 2,/projects/ai-development/saas-prospectus-compliance-tool,5 days left,$253Avg Bid,True,12 bids,False,"I need a full-stack partner to design, build, and deploy a SaaS platform that uses AI t...

Deliverables  
1. Cloud-hosted SaaS application (frontend, backend, database, and AI inference layer) ready for production use.  
2. Trained model or rules engine aligned to ICDR and Companies Act 2013, along with a simple interface for future rule updates.  
3. Role-based access control and audit logs.  
4. Deployment scripts and brief hand-over documentation.  

The tech stack is your call—Python, Node, or similar on the backend; React, Vue, or Angular on the frontend—as long as it remains modular and easy to maintain. I will provide sample prospectus documents and legal reference tables once we start. Please outline the approach you’d take, expected timeline, and any simi...","['AI Development', 'Compliance', 'Database Management', 'Full Stack Development', 'PHP', 'Python', 'SaaS', 'Software Architecture', 'UML Design', 'Website Design']"
98,Complete TikTok AI Automation Setup,/projects/ai-content-creation/complete-tiktok-automation-setup,5 days left,$29Avg Bid,True,23 bids,True,"...short-form videos and engaging captions on trending, high-potential topics.  
• Integrated scheduling that pushes the finished clips live at the best times for reach, without any manual clicks.  
• Smart hashtag research baked into the workflow so every post ships with the strongest, most relevant tags for discoverability.

Your solution should tap proven tools—think OpenAI or similar LLMs forscriptgeneration, template-based video editors such as CapCut/FFmpeg, plus TikTok’s posting API or a reliable third-party scheduler to handle uploads. Once everything is wired together, I expect the system to:

– Monitor viral trends automatically.  
– Generate, edit, caption, hashtag, and queue content.  
– Post consistently while tracking performan...","['AI Chatbot Development', 'AI Content Creation', 'API', 'Automation', 'C Programming', 'C++ Programming', 'Digital Marketing', 'Machine Learning (ML)', 'PHP', 'Software Architecture']"
99,2D Teen Comedy Animations,/projects/2d-animation/teen-comedy-animations,5 days left,$28Avg Bid,True,2 bids,False,"My YouTube channel builds light-hearted, 2D sketches aimed squarely at teens, and I need a skilled animator who can take eachscriptand turn it into a punchy, 4–7-minute episode—fast. The style is simple, colourful and meme-friendly; clever timing and expressive character acting matter more than hyper-real detail.

Here’s what I’ll hand over: final scripts, rough voice tracks and reference images for recurring characters. You translate that into fluid animation, add basic sound effects or on-screen text where the gag calls for it, then deliver a ready-to-publish MP4. Software is up to you—Toon Boom Harmony, Adobe Animate, After Effects, TVPaint, Krita… as long as the result is smooth at 1080p/24 fps.

Key points  
• Audience: teens—hu...","['2D Animation', '2D Animation Explainer Video', '3D Animation', 'Adobe Animate', 'After Effects', 'Animation', 'Commercials', 'Krita']"
100,Supernatural Horror YouTube Scripts,/projects/audio-services/supernatural-horror-youtube-scripts-39994642,5 days left,$53Avg Bid,True,14 bids,False,"...original, plagiarism-free scripts that feel mysterious and subtle rather than overtly gory or frantic.

Everyscripthas to open with a hook, build steady tension through clever misdirection, and close with a memorable twist. The language should stay simple and conversational so on-screen narration flows naturally for a broad audience whose first language may not be English.

You’ll be working exclusively in the supernatural horror space—haunted objects, ghostly encounters, other-worldly folklore—yet I still want each story to feel fresh. Think atmospheric dread, unanswered questions, and quiet revelations instead of jump-scare overload.

Deliverables
• One complete YouTubescriptper milestone, formatted for voice-over (dialogue tags, stage directio...","['Audio Services', 'Content Writing', 'Creative Writing', 'Editing', 'Fiction', 'Screenwriting', 'Script Writing', 'Voice Talent']"
101,Telugu Real Estate Documentary Editor,/projects/animation/telugu-real-estate-documentary-editor,5 days left,$11Avg Bid,True,8 bids,False,"I run a Telugu-language real-estate channel (new channel) and want each upload to feel like a crisp mini-documentary. You’ll receive thescript, Telugu voice-over, brand kit, and a folder of visuals—your task is to fuse them into a 4–6-minute 1080p video that holds the viewer from first frame to last. ( I need Video Editor who knows telugu)

What has to shine  
• Map animations that zoom, pan, and, Bhogapuram, and the NH-16 corridor.  
• Dotted region highlights and smooth transitions that keep the story flowing.  
• Cinematic background music mixed beneath the VO without overpowering it.  

I’m aiming for map work reminiscent of Droneman (T Mondal), married to the punchy pacing my audience expects. Because timing every cut to a Telugu narratio...","['Adobe Premiere Pro', 'Animation', 'Commercials', 'Video Editing', 'Video Post-editing']"
102,"Full-Stack Developer Team Needed for Telehealth MVP (React, Node/Python, FHIR, AI)",/projects/full-stack-development/full-stack-developer-team-needed,5 days left,$2484Avg Bid,True,109 bids,True,"...Scheduling & Appointments integrated with 

Video Consultations via LiveKit

Secure Messaging using Matrix/Element

EHR (FHIR-based) built on Medplum (Patient, Practitioner, Observations, Encounters)

Forms & Consent using  + Documenso

AI Health Score (Prototype) usingPythonor GPT-based mock logic

Payments using Stripe / Stripe Connect

Dashboards for patients, clinicians, and admin

CI/CD + Docker setup for AWS or GCP deployment

Tech Stack

Frontend: React, Tailwind

Backend: Node.js +Pythonmicroservices

Database: PostgreSQL

Healthcare: Medplum (FHIR), HL7 FHIR standards

Messaging: Matrix

Video: LiveKit

Forms: 

Payments: Stripe

Infrastructure: Docker, GitHub Actions, AWS/GCP

Logging/Monitoring: Prometheus, Grafana, Loki

Scope & Timeline

Total ...","['API Development', 'Full Stack Development', 'GraphQL', 'Machine Learning (ML)', 'Node.js', 'NoSQL Couch & Mongo', 'Python']"
103,Secure Website Chatbot Development,/projects/api-developmet/secure-website-chatbot-development,5 days left,$1102Avg Bid,True,194 bids,False,"...Security matters more than feature count—any third-party libraries or APIs you include must be well-maintained and support HTTPS, secure token handling and role-based access for the admin dashboard.

Deliverables:
• Fully functional chatbot running on my staging domain and promoted to production after sign-off  
• Source code, environment variables masked or stored in a .env file, and a short deployscript/guide  
• Admin view or dashboard with conversation logs, basic analytics and a manual reply override  
• Documentation that explains setup, security measures, and how to extend intents/entities in the future

I’ll judge proposals almost entirely on demonstrated experience: point me to previous secure web chatbots you have shipped, what stack you...","['API Development', 'Java', 'JavaScript', 'LAMP', 'Node.js', 'PHP', 'Security', 'Web Development']"
104,Experienced ERPNext Developer Needed: Custom Accounting System with AI Integration and Automation.,/projects/erp/experienced-erpnext-developer-needed,5 days left,$1129Avg Bid,True,141 bids,False,"...statements.

API endpoints for HR operations.
C. Integration Layer

Build a stable REST API for two-way communication.

Create outbound webhooks for:

HR module
Logistics module
External systems
Create internal event triggers for automation.
Ensure scalability for future extensions.
4. Technical Requirements
Tech Stack & Skills Needed
ERPNext development (Advanced experience required)
Frappe FrameworkPythonJavaScript
MariaDB
REST API development
Git/GitHub
Experience integrating AI (preferred)
Quality & Performance Requirements
Clean, well-structured, maintainable code.
Fully documented features.
Fast UI/UX and responsive performance.
Modular development for easy expansion.
Secure infrastructure (roles, permissions, audit logs, backups).
5. Deliverables
Fully customized...","['Accounting', 'ERP', 'JavaScript', 'PHP', 'Python', 'REST API', 'Software Architecture', 'Xero']"
105,VIC Model / Distributed Hydrological Modeling Expert Needed,/projects/python/vic-model-distributed-hydrological,5 days left,$140Avg Bid,True,50 bids,True,"...metrics.
5. 0.1° × 0.1° grid-division map (for confirmation).
6. Calibration outputs using 1960–2016 reservoir inflow.
7. All project source files:
   - Scripts (Python/MATLAB/R/Fortran)
   - VIC configuration files
   - Run screenshots

====================
REQUIRED SKILLS
====================

- Strong background in hydrological modeling
- Hands-on experience with the VIC model
- Experience generating gridded forcing datasets
- Spatial interpolation (IDW, Kriging, Spline, etc.)
- Hydrological calibration experience
- GIS Skills (ArcGIS, QGIS, GDAL)
- Familiarity with UMD land-cover & HWSD soil datasets
- Strong skills inPython/ MATLAB / R / Fortran for automation

====================
WHEN APPLYING, PLEASE INCLUDE:
====================

1. Your ...","['Civil Engineering', 'Data Analysis', 'Data Processing', 'Engineering', 'Environmental Engineering', 'Geographical Information System (GIS)', 'Mathematics', 'Matlab and Mathematica', 'Python', 'Statistics']"
106,AgentGuard Desktop MVP Development,/projects/ai-development/agentguard-desktop-mvp-development,5 days left,$5371Avg Bid,True,122 bids,False,"...alerts, aggregate risk)

Agent detail (status, actions, SLM trust cards, intervention panel)

Incidents / audit log

Guardrail / policy configuration

Backend – API Layer

REST/JSON or GraphQL API to support the UI:

/agents, /agents/{id}, /agents/{id}/actions

/trust-events, /incidents

/policies, /guardrails

Can be implemented with:

Node/TypeScript ( API routes, NestJS, or Express) orPython(FastAPI) – as long as it’s clean and documented.

Orchestrator – T-LAIOR Core

A service that:

Receives agent intents / actions

Calls an LLM for planning/tool usage under guardrails

Calls SLMs to evaluate safety/compliance/fit-to-policy

Produces a final decision + explanation (ALLOW / REQUIRE_REVIEW / BLOCK)

We are open to:

Using hosted models (e.g. Vertex ...","['.NET', 'AI Development', 'API Development', 'C# Programming', 'C++ Programming', 'Full Stack Development', 'GCP AI', 'Next.js', 'Software Architecture', 'Vertex AI']"
107,Google Sheets URL Extractor,/projects/google-sheets/google-sheets-url-extractor,5 days left,$19Avg Bid,True,82 bids,True,"5 dollars max bid

I have a single Google Sheet where each cell contains descriptive text that’s been hyperlinked. I need the underlying URLs pulled out of those cells and shown beside the existing data in a new column, leaving the original text untouched.

I’m open to whichever approach is simplest and most reliable—whether that’s a one-off Google AppsScript, a custom function, or a clever formula using REGEX or the HYPERLINK helper. What matters is that it runs on this one sheet without breaking the links or formatting I already have.

Please deliver:  
• A working solution added to the sheet  
• Brief instructions so I can re-use or modify it later  

If the task is straightforward for you, I’d love to get this wrapped up quickly.","['Data Analysis', 'Data Extraction', 'Data Management', 'Data Processing', 'Excel', 'Google Chrome', 'Google Sheets', 'JavaScript', 'PHP', 'Scripting']"
108,AI Promo Video for Charity,/projects/adobe-premiere-pro/promo-video-for-charity,5 days left,$31Avg Bid,True,36 bids,True,"...our social-media channels and embed on our website, so please keep the aspect ratio and file formats flexible (16:9 for the site, plus a square or vertical cut-down for Instagram and Facebook). If you have a clever way to incorporate dynamic text, branded colour palettes and royalty-free music, let’s hear it.

I’m happy to supply our logo, colour codes and any stats you need; you’ll handle thescriptpolish, AI scene generation, voice-over or captions, light motion graphics and final mastering. Turnaround needs to be quick—we’re announcing the ride soon—so clarity on milestones and a fair, fully-inclusive quote are essential.

Deliverables  
• Storyboard or mood board for approval  
• Final video in HD (MP4) plus one social-media-opti...","['Adobe Premiere Pro', 'After Effects', 'AI Animation', 'AI Content Creation', 'Animation', 'Graphic Design', 'Video Editing', 'Video Services']"
109,Outlook Daily Event Email Automation,/projects/zapier/outlook-daily-event-email-automation,5 days left,$40Avg Bid,True,27 bids,True,"...pull every event scheduled for that calendar date, and send me one tidy email that lists:

• event title  
• start & end time (respecting my time-zone)  
• location (physical or virtual)  
• the full description / notes  

Only I should receive the message—no other invitees or groups.

I’m open to whatever implementation makes the most sense: Microsoft Power Automate, Zapier, Make, a lightweightscripthitting the Microsoft Graph API, or another reliable method. What matters is that it:

• runs hands-free once it’s deployed  
• handles days with zero events gracefully (e.g., “No meetings today”)  
• lets me change the dispatch time if my routine shifts  
• is documented well enough for me to tweak or reconn...","['API Integration', 'Automation', 'Documentation', 'Event Management', 'Microsoft Office', 'Scripting', 'Software Development', 'Zapier']"
110,AI Charity Bike Ride Promo,/projects/ai-hw-sw/charity-bike-ride-promo,5 days left,$38Avg Bid,True,34 bids,True,"...or a creative mix—whatever tells the story best—so long as all visuals, voice-overs, and music are cleared for commercial use. I can supply logos and any copy you need; if additional stock or footage is required, please include it in your single, all-inclusive quote. I will not pay extra beyond the agreed amount.

To make expectations crystal-clear, here’s what I need back from you:

• Concept &scriptthat balance the bike-ride details with charity impact  
• Storyboard or visual outline for approval before production  
• AI-generated or professionally sourced narration (warm, motivational tone)  
• Fully produced HD video, optimized for social media and web (MP4)  
• Two revision rounds to fine-tune pacing, messaging, and graphics ...","['After Effects', 'AI (Artificial Intelligence) HW/SW', 'AI Animation', 'AI Content Creation', 'Animation', 'Graphic Design', 'Video Production', 'Video Services']"
111,ASINBoost - Dynamic SEO SaaS development,/projects/ai-development/asinboost-dynamic-seo-saas-development,5 days left,$213Avg Bid,True,32 bids,True,"...Forgot Password
• Email verification
• Subscription management
• ASIN Dashboard
• SEO Report View + Download PDF
13. Admin Panel
• Create/Edit Plans (Monthly, Yearly, Lifetime)
• Set limits per plan
• Manage users
• Manage AppSumo codes
• View usage stats
• Enable/Disable features
14. Technology Requirements
Must run on Namecheap Shared Hosting:
• PHP 8+
• MySQL database
• No heavy frameworks
•Python(optional) only for internal AI modules
• React optional (only if fully compatible with shared hosting)
• Cron jobs for automation
15. Final Output Requirements
• On‑screen dashboard
• PDF SEO report (downloadable)
• Real‑time score updates
• Multi-user safe storage
• History log...","['AI Content Creation', 'AI Development', 'AI Model Development', 'AI Text-to-text', 'ChatGPT', 'Internet Marketing', 'MySQL', 'PHP', 'Programming', 'SEO']"
112,Custom Content Automation Bot Development,/projects/automation/custom-content-automation-bot,5 days left,$173Avg Bid,True,117 bids,True,"...change their link structure or URLs, we should be able to update those settings easily.

If we want to fetch content from new websites in the future, we should be able to add new sources without limitations.

During a domain migration caused by a copyright issue, the bot must automatically migrate all films, images, and metadata.

Required Technical Skills for the Developer:

Strong experience withPythonor Node.js (backend automation)

Advanced web scraping & automation (BeautifulSoup, Scrapy, Selenium, Puppeteer, etc.)

Ability to generate SEO-optimized AI content (OpenAI, Gemini, LLaMA integrations)

API development (REST/GraphQL)

CDN integration and file management

Database management (MySQL, PostgreSQL, MongoDB)

Linux server/DevOps knowledge

Cronjob/task scheduling ...","['API Development', 'Automation', 'Bot Development', 'MySQL', 'PHP', 'Python', 'Software Architecture', 'Web Development', 'Web Scraping']"
113,Inventory Google Sheets Setup -- 2,/projects/php/inventory-google-sheets-setup,5 days left,$86Avg Bid,True,9 bids,False,"Google Sheet Experts - Freelancer 

""Google Sheets Expert"" + ""Inventory Management""
""Google AppsScriptDeveloper""
""Spreadsheet Automation Specialist""
""Inventory Management System Developer""
""ERPNext Consultant"" (with Google Sheets skills)
""MIS Executive"" or ""MIS Analyst"" (with advanced Excel/Google Sheets)

Essential Skills to Look For:
Technical Skills (Must-Have):

Advanced Google Sheets:

Complex formulas (VLOOKUP, INDEX-MATCH, QUERY, FILTER, ARRAYFORMULA)
Data validation and dependent dropdowns
Named ranges
Conditional formatting
Pivot tables and reporting


Google AppsScript:

Custom functions
Automated triggers
User forms and dialogs
Data manipulation across sheets
API integration capabili...","['Data Analysis', 'Data Management', 'Data Visualization', 'Documentation', 'Excel', 'Google Sheets', 'Inventory Management', 'JavaScript', 'PHP', 'Visual Basic']"
114,Advanced Selenium Script for Web Interface Monitoring,/projects/selenium/advanced-selenium-script-for-web,5 days left,$774Avg Bid,True,32 bids,False,"We need aPythondeveloper experienced with browser automation (Selenium) to build a long-running monitoringscriptfor a web-based interface.

Core Requirements

Route all automated browser traffic through a SOCKS proxy (Firefox headless).

Log in to multiple accounts 3–4 times every 7 days using randomized scheduling.

Detect new items or activity since the previous login and capture screenshots (without opening unread items).

Maintain a continuous 24/7 loop that:

Runs scheduled logins

Performs periodic reachability checks for configured URLs

Logs all events


Store state (known items, timestamps, URL status) in SQLite or JSON.

Clean modular architecture: proxy client, automation client, scheduler, checker, state store, and main loop.

Use secure credential handl...","['Java', 'JavaScript', 'JSON', 'Python', 'Selenium', 'Software Architecture', 'SQLite', 'Web Development']"
115,Outreach Specialist Needed — Pay Per Booked Call,/projects/lead-generation/outreach-specialist-needed-pay-per,5 days left,$445Avg Bid,True,10 bids,False,"I run an agency and I’m looking for reliable outreach freelancers to help me book qualified calls.

Your job is simple:

Send outbound messages (email, social, or CRM – I’ll provide templates)

Follow thescriptand engage with prospects

Book calls directly into my calendar

Payment: Paid per successful call booked. The more you book, the more you earn.
Perfect for people who want consistent, simple work and want to scale their earnings.

Requirements:

Good English writing

Consistent daily activity

Can follow scripts and instructions

Experience in outreach, lead gen, or appointment setting is a bonus

If you're ready to start immediately, apply now with a short message about your experience.","['Appointment Setting', 'Customer Service', 'Lead Generation', 'Leads', 'Sales']"
116,AI-Powered Marketing Video Creation (4 to 5),/projects/prompt-engineering/powered-marketing-video-creation,5 days left,$860Avg Bid,True,13 bids,False,"...ability to transform instructions into visuals.
- Familiar with Indian advertising (preferred).
- Independent, quick, and reliable.

Tools (Familiarity with 2–3+ preferred)
- Runway ML
- Pika Labs
- Google Flow / Flow Pro
- Kaiber
- Midjourney
- D-ID / Synthesia / HeyGen
- CapCut / Adobe Premiere

Deliverables
- 3–5 short AI-generated marketing videos per week.
- Style and mood variations.
- Prompt/scriptdocumentation for each video.

Proposal Requirements
- Portfolio of AI videos
- Tools used
- Prompt creation process
- Turnaround time
- Rates (hourly or fixed)

Why Work With Us
- Creative freedom within a growing media brand.
- Long-term work for the right candidate.
- Build cutting-edge AI advertising assets....","['Adobe Premiere Pro', 'AI Chatbot Development', 'AI Content Creation', 'AI Design', 'AI Development', 'AI Model Development', 'AI Rendering', 'AI Text-to-video', 'Prompt Engineering', 'Video Production']"
117,Hindi Service Training Videos,/projects/animation/hindi-service-training-videos,5 days left,$72Avg Bid,True,17 bids,True,"...every clip can be a combination of live-action footage with a touch of animation to keep concepts clear and engaging. 

All machinery, tools, and cleaning products shown have to match the reference guidelines I will supply; accuracy here is critical because these videos become part of our official SOP library. Finished pieces must include a smooth, conversational Hindi voice-over that follows thescriptword-for-word and syncs naturally with both the filmed sequences and animated callouts. 

Desirable - In the middle fo the video an option to add questions to be answered as radio button by the viewer and only then move ahead to watch the full video is desirable. This will ensures that the viewer has paid attention and understood the tutorial. 

Deliverables I expect:
• Multi...","['Adobe Premiere Pro', 'Animation', 'Audio Services', 'Content Creation', 'Script Writing', 'Video Editing', 'Video Production', 'Video Services', 'Voice Over', 'Voice Talent']"
118,G AI with EOS integration,/projects/robotics/with-eos-integration,5 days left,$190Avg Bid,True,41 bids,True,"...layer—ROS 2, MQTT, gRPC or similar—that routes commands and state updates seamlessly.  
• Clear APIs and a small test suite so future teams can bolt energy, water or agricultural subsystems on top without rewriting the core.  
• A concise demo: spin up two or three simulated devices, issue a high-level task, and watch them negotiate and execute collaboratively.

Deliverables are the source code (Python, C++ or Rust are all acceptable), build instructions, and a short video or screen capture walking through the demo scenario. Clean, commented code and a brief architecture document will serve as the acceptance criteria.

If you have prior experience knitting together robotics middleware, edge compute or large-scale IoT backbones, you’ll feel right at hom...","['API Development', 'Automation', 'C++ Programming', 'Edge Computing', 'MQTT', 'Python', 'Robotics', 'Simulation', 'Software Architecture', 'Testing / QA']"
119,"E-commerce Script Customization - Razorpay + COD + Direct Buy Button - Indian Developers Only""",/projects/laravel/commerce-script-customization-razorpay,5 days left,$85Avg Bid,True,30 bids,False,"I need an Indian Laravel/PHP developer to customize my e-commercescript. Thescriptis already ready for customization.

Required Features:

1. Razorpay Payment Gateway Integration
   · Complete Razorpay integration with all payment methods (UPI, Cards, Net Banking, Wallets)
   · Webhook setup for payment verification
   · Refund functionality
   · Admin panel configuration
2. Cash on Delivery (COD) Option
   · Add COD as payment method during checkout
   · Configure COD availability by product category
   · Set minimum/maximum order values for COD
3. Direct Buy Button Feature
   · Add ""Buy Now"" button on product pages
   · Skip cart process for immediate checkout
   · Single-page checkout system...","['Documentation', 'eCommerce', 'HTML', 'Laravel', 'Payment Gateway Integration', 'PHP', 'Product Management', 'Website Design']"
120,Automated PPT-to-Video Content Generator,/projects/python/automated-ppt-video-content-generator,5 days left,$331Avg Bid,True,29 bids,False,"...Save/download the final PPT file.

3. NarrationScript(ChatGPT)
Automation must:
Take the final PPT content (extracted slide text).
Use my fixed prompt to generate a clean narrationscriptslide-wise.
Output must be formatted for TTS conversion.

4. Text-to-Audio Conversion
Automation must:
Send each slide’s narration to a TTS service (ElevenLabs / Google TTS / Amazon Polly).
Generate one audio file per slide.
Return all audio clips.

5. Final Video Creation

Automation must:
Combine the PPT + audio files.
Sync each audio clip with the corresponding slide.
Export the entire presentation as a narrated video.

Accepted tools:
PowerPoint API / Google Slides APIpython-pptx
FFmpeg
Any reliable PPT-to-video converter
Deliverables
Fully working automation (Pytho...","['Automation', 'ChatGPT', 'HTML', 'Make.com', 'PHP', 'Python', 'Website Design', 'WordPress']"
121,WordPress Developer for Core Web Vitals Optimization,/projects/web-development/wordpress-developer-for-core-web,5 days left,$58Avg Bid,True,78 bids,True,"...already good, but Core Web Vitals metrics are in the red, and I want them improved to green scores.

Project Requirements:

Improve LCP, FID/INP, CLS, and other CWV metrics.

Work directly on my WordPress website (no redesign needed , just optimization).

Must follow Google PageSpeed Insights and Core Web Vitals guidelines.

Knowledge of image optimization, render blocking issues, critical CSS, andscriptoptimization.

German VPN is compulsory during all work on the site , no compromise.

What I Will Provide:

WordPress login access.

Any additional information you may need.

Deliverables:

Green Core Web Vitals scores for both mobile and desktop.

Before and after performance reports.

Clear explanation of what was fixed.

If you’re confident in optimizing Core Web Vitals...","['CSS', 'Google PageSpeed Insights', 'HTML', 'Page Speed Optimization', 'Performance Tuning', 'PHP', 'Web Development', 'Website Optimization', 'WordPress']"
122,Create Professional Hold Message,/projects/voice-over/create-professional-hold-message,5 days left,$6031Avg Bid,True,28 bids,False,"I need a recorded voice message for our hold line. The message should convey company information. 

Requirements:
- Professional voice recording
- Clear and engaging delivery
-Scriptdevelopment assistance needed

Ideal Skills and Experience:
- Experience in voice-over work
- Ability to create concise, informative scripts
- Access to quality recording equipment","['Audio Editing', 'Audio Services', 'Copywriting', 'Script Writing', 'Video Services', 'Voice Acting', 'Voice Over', 'Voice Talent']"
123,YouTube Shorts: Blender Animation Specialist Required,/projects/blender/youtube-shorts-blender-animation,5 days left,$54Avg Bid,True,10 bids,False,"Title:
Blender Expert Needed for High-Quality Science & Geopolitical Animations (Y...short scenes

Smooth lighting, rendering, and motion

Delivering clean video files with alpha (if needed)

Requirements:

Strong experience in Blender (modeling, texturing, animation, rendering)

Ability to create realistic & visually striking scenes

Should deliver fast and maintain high quality

Must understand YouTube short-style visuals

Good communication & quick revisions

What I Provide:ScriptReference images

Style examples

VO/audio (if needed)

Duration:
– Long-term work (regular projects every week)

Budget:
– Flexible, depends on quality.
– Quote your price per animation (10–30 sec).

How to Apply:
Send:

Your best Blender animation work

Your pric...","['3D Animation', '3D Design', '3D Graphic Design', '3D Modelling', '3D Rendering', 'Animation', 'Blender', 'Maya']"
124,Universal Video Downloader Web App,/projects/web-development/universal-video-downloader-web-app,5 days left,$564Avg Bid,True,127 bids,True,"...'Download Thumbnail in HD' option.
- Generate QR code for each link.
- Create a multilingual UI (English, Urdu, Arabic, Hindi).
- Enable sharing to WhatsApp, Telegram, Messenger, X.
- Develop browser extension for Chrome, Edge, Firefox.
- Ensure ad-supported and Google Ads compliant.
- Maintain privacy: no login, no data stored.
- Use React.js or  for frontend.
- Use Node.js (Express) orPython(Django/FastAPI) for backend.
- Ensure capability to handle high-volume API calls, be modular for adding platforms, and scalable for future monetization.

References
- Clean UI inspiration from Google Search.
- Functional inspiration from ssyoutube, snaptik, and savefrom, with better speed, privacy, and monetization potential....","['Backend Development', 'C# Programming', 'C++ Programming', 'Frontend Development', 'Next.js', 'Node.js', 'PHP', 'Python', 'React.js', 'Web Development']"
125,Bengali Retail IVR Voiceover -- 2,/projects/voice-over/bengali-retail-ivr-voiceover-39993890,5 days left,$93Avg Bid,True,5 bids,True,"The pr...formal-toned promotional IVR messages in Bengali for a retail phone line. I’ll supply brand guidelines, key phrases and product highlights; from there, the first step is shaping them into a concise, engaging IVRscriptthat feels consistent with our in-store experience. Once the wording is approved, I need a clear, studio-quality recording delivered in both WAV and MP3 so it can be dropped straight into the call routing system without extra editing.

Deliverables
• Draft and final Bengali promotional IVRscript• High-quality, noise-free recordings (WAV & MP3)  
• One minor revision round on bothscriptand audio to fine-tune pronunciation or pacing if required

All content must remain strictly in formal Bengali, using neutral retail...","['Audio Editing', 'Audio Production', 'Audio Services', 'Bengali Translator', 'Commercials', 'Script Writing', 'Voice Over', 'Voice Talent']"
126,Job Post: Laravel Developer Needed to Customize a Freelance Marketplace Script,/projects/api-integration/job-post-laravel-developer-needed,5 days left,$60Avg Bid,True,17 bids,False,"Job Post: Laravel Developer Needed to Customize a Freelance MarketplaceScriptWe are looking for an experienced Laravel developer (or small team) to customize and extend an existing freelancer marketplace platform (similar to Fiverr/Upwork).
The system is already built on Laravel (Xilancer or similarscript), and we need an expert who understands marketplace logic and can add/modify modules professionally.

Project Scope

-We will provide:

Thescript(Laravel-based marketplace system)

Documentation

UI direction + branding

-You will be responsible for:

Customizing existing modules

Adding new marketplace features

Improving UI/UX (Blade templates + RTL)

Fixing and extending backend logic

Integrating additional modules as needed","['API Integration', 'Backend Development', 'HTML', 'Laravel', 'PHP', 'Software Development', 'Web Development', 'Website Design']"
127,Telugu Speaking  WordPress Theme Customization,/projects/web-design/telugu-wordpress-theme-customization,5 days left,$71Avg Bid,True,12 bids,False,"The job centers on theme customization rather than a ground-up build. Think layout tweaks, colour and typography adjustments that display the Teluguscriptcleanly, and a few template edits so my articles look polished on desktop and mobile alike. I’ll also lean on you to configure any lightweight plugins we decide are essential for speed, security, and social sharing.

Deliverables that will let me sign off:
• A fully responsive blog layout that renders Telugu text flawlessly.  
• Theme options, menus, widgets, and homepage sections set up to match the structure we discuss.  
• Essential plugins installed and configured, with no conflicts or performance hits.  
• A brief walkthrough (video call or screen-share in Telugu) showing me how to add new posts a...","['CSS', 'HTML', 'PHP', 'Typography', 'Web Design', 'Website Development', 'Website Optimization', 'WordPress']"
